Account ID,Policy ID,Peril,Line of Business,Product Line,Branch,Underwriter,Expiration Date,Premium,Limit,Layer Amount,Attachment Point,Blanket/Minimum Deductible,Maximum Deductible,
4034,812,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3262.453,"5,230,000","5,230,000",0,"50,000",0,4034
4035,813,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3089.699,"4,000,000","30,000,000",10000000,"100,000",0,4035
4036,814,Earthquake,residential,ho4,pacific,Wayne,3/31/13,5179.16,"5,000,000","50,000,000",50000000,"250,000",0,4036
4037,815,Earthquake,residential,ho4,pacific,Wayne,3/31/13,2962.304,"3,500,000","250,000,000",0,"10,000,000",0,4037
4038,816,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2290.05,"3,500,000","250,000,000",0,"50,000,000",0,4038
4039,817,Earthquake,residential,ho4,pacific,Jacob,3/31/13,4467.814,"1,500,000","75,000,000","125,000,000","10,000,000",0,4039
4040,818,Earthquake,residential,ho4,pacific,Lisa,3/31/13,2749.424,"1,500,000","75,000,000","125,000,000","50,000,000",0,4040
4041,819,Earthquake,residential,ho4,pacific,Wayne,3/31/13,2921.263,"7,320,000","7,320,000",0,0,0,4041
4042,820,Earthquake,residential,ho4,pacific,Jacob,3/31/13,1714.24,"400,000","400,000",0,"100,000",0,4042
4043,821,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5807.67,"6,000,000","6,000,000","10,000,000","5,000",0,4043
4044,822,Earthquake,residential,ho4,pacific,Jacob,3/31/13,4235.775,"12,043,316","12,043,316","20,000,000","100,000",0,4044
4045,823,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3191.563,"5,000,000","100,000,000","100,000,000","100,000,000",0,4045
4046,824,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2653.056,"5,000,000","10,000,000","10,000,000","50,000",0,4046
4047,825,Earthquake,residential,ho4,pacific,Lisa,3/31/13,2839.74,"5,000,000","100,000,000","100,000,000","500,000",0,4047
4048,826,Earthquake,residential,ho4,pacific,Wayne,3/31/13,2621.346,"15,000,000","200,000,000","300,000,000","500,000",0,4048
4049,827,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3931.641,"6,458,443","6,458,443",0,"100,000",0,4049
4050,828,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3118.983,"3,224,999","3,224,999",0,100000,0,4050
4051,829,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3150.593,"2,500,000","2,500,000",0,"2,500",0,4051
4052,830,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3264.941,"11,462,648","11,642,648","5,000,000","100,000",0,4052
4053,831,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2478.024,"5,000,000","10,000,000","20,000,000","250,000",0,4053
4054,832,Earthquake,residential,ho4,pacific,Lisa,3/31/13,5305.932,"5,300,000","5,300,000",0,"100,000",0,4054
4055,833,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3534.317,"1,500,000","15,000,000","20,000,000",0,0,4055
4056,834,Earthquake,residential,ho4,pacific,Wayne,3/31/13,4222.197,"2,500,000","25,000,000","25,000,000","500,000",0,4056
4057,835,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3810.887,"11,500,000","115,000,000","50,000,000","500,000",0,4057
4058,836,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2482.494,"5,001,000","150,000,000","100,000,000","100,000",250000000,4058
4059,837,Earthquake,residential,ho4,pacific,Lisa,3/31/13,6121.871,"5,001,000","150,000,000","100,000,000","100,000",400000000,4059
4060,838,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5002.375,"1,000,000","1,000,000",0,"25,000",0,4060
4061,839,Earthquake,residential,ho4,pacific,Lisa,3/31/13,5905.172,"15,000,000","15,000,000","20,000,000","25,000",0,4061
4062,840,Earthquake,residential,ho4,pacific,Lisa,3/31/13,2528.456,"5,000,000","5,000,000","25,000,000","100,000",0,4062
4063,841,Earthquake,residential,ho4,pacific,Lisa,3/31/13,2594.917,"5,000,000","5,000,000","25,000,000","100,000",0,4063
4064,842,Earthquake,residential,ho4,pacific,Wayne,3/31/13,4180.386,"2,500,000","50,000,000","25,000,000","100,000",0,4064
4065,843,Earthquake,residential,ho4,pacific,Jacob,3/31/13,4701.356,"2,500,000","50,000,000","25,000,000","100,000",0,4065
4066,844,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3816.183,"25,000,000","100,000,000","50,000,000",0,0,4066
4067,845,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4701.356,"25,000,000","100,000,000","50,000,000","25,000",0,4067
4068,846,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5435.3,"5,000,000","5,000,000",0,"50,000",0,4068
4069,847,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4801.764,"1,000,000","1,000,000",0,"100,000",0,4069
4070,848,Earthquake,residential,ho4,pacific,Lisa,3/31/13,2737.05,"5,000,000","75,000,000","150,000,000",0,0,4070
4071,849,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4081.618,"5,000,000","450,000,000","375,000,000","25,000,000",0,4071
4072,850,Earthquake,residential,ho4,pacific,Wayne,3/31/13,6442.53,"4,000,000","4,000,000","1,000,000","25,000",0,4072
4073,851,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3413.034,"5,000,000","10,000,000",0,"25,000",0,4073
4074,852,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3975.762,"5,184,478","5,184,478",0,"100,000",0,4074
4075,853,Earthquake,residential,ho4,pacific,Wayne,3/31/13,6029.964,"2,500,000","2,500,000",0,"100,000",0,4075
4076,854,Earthquake,residential,ho4,pacific,Wayne,3/31/13,2244.93,"10,000,000","25,000,000","15,000,000","50,000",0,4076
4077,855,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4681.656,"7,500,000","25,000,000","50,000,000","1,000,000",0,4077
4078,856,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2099.526,"7,500,000","25,000,000","50,000,000","1,000,000",0,4078
4079,857,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2099.5,"500,000","15,000,000",0,"250,000",0,4079
4080,858,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3113.964,"500,000","15,000,000",0,"1,000,000",0,4080
4081,859,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3508.608,"2,476,388","2,476,388",0,"50,000",0,4081
4430,919,Earthquake,residential,ho4,gulf,Wayne,3/31/13,3513.195,"5,000,000","30,000,000",10000000,"100,000",0,4430
4431,920,Earthquake,residential,ho4,gulf,Jacob,3/31/13,2648.49,"2,500,000","2,500,000",0,"50,000",0,4431
4432,921,Earthquake,residential,ho4,gulf,Wayne,3/31/13,3043.69,"2,500,000","2,500,000",0,"50,000",0,4432
4433,922,Earthquake,residential,ho4,gulf,Jacob,3/31/13,3971.34,"5,000,000","15,000,000",10000000,"250,000",0,4433
4434,923,Earthquake,residential,ho4,gulf,Jacob,3/31/13,7410.732,"5,000,000","15,000,000",10000000,"250,000",500000,4434
4435,924,Earthquake,residential,ho4,gulf,Lisa,3/31/13,6763.264,"5,000,000","25,000,000","25,000,000","100,000",0,4435
4436,925,Earthquake,residential,ho4,gulf,Jacob,3/31/13,2761.84,"10,000,000","100,000,000","100,000,000","500,000",0,4436
4437,926,Earthquake,residential,ho4,gulf,Lisa,3/31/13,5758.656,"1,000,000","1,000,000",0,"100,000",0,4437
4438,927,Earthquake,residential,ho4,gulf,Lisa,3/31/13,4090.635,"1,000,000","1,000,000",0,"25,000",0,4438
4439,928,Earthquake,residential,ho4,gulf,Lisa,3/31/13,2899.752,"25,000,000","25,000,000",60000000,"100,000",0,4439
4440,929,Earthquake,residential,ho4,gulf,Lisa,3/31/13,8461.92,"7,500,000","7,500,000",2500000,"100,000",0,4440
4441,930,Earthquake,residential,ho4,gulf,Lisa,3/31/13,3397.128,"1,000,000","15,000,000","10,000,000","10,000,000",0,4441
4442,931,Earthquake,residential,ho4,gulf,Lisa,3/31/13,5350.533,"5,000,000","40,000,000",0,"1,000,000",0,4442
4443,932,Earthquake,residential,ho4,gulf,Wayne,3/31/13,2796.9,"5,000,000","40,000,000",0,"1,000,000",0,4443
4444,933,Earthquake,residential,ho4,gulf,Wayne,3/31/13,2763.32,"799,567","799,567",0,"50,000",0,4444
4445,934,Earthquake,residential,ho4,gulf,Wayne,3/31/13,2764.179,"5,000,000","5,000,000","40,000,000",250000,0,4445
4446,935,Earthquake,residential,ho4,gulf,Wayne,3/31/13,5378.34,"5,000,000","5,000,000","15,000,000","50,000",0,4446
4447,936,Earthquake,residential,ho4,gulf,Jacob,3/31/13,8713.86,"1,000,000","25,000,000",0,100000,0,4447
4448,937,Earthquake,residential,ho4,gulf,Wayne,3/31/13,3765.606,"1,000,000","25,000,000",0,"25,000",0,4448
4449,938,Earthquake,residential,ho4,gulf,Jacob,3/31/13,3018.587,"2,500,000","50,000,000","100,000,000",100000,0,4449
4450,939,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3397.128,"2,500,000","50,000,000",100000000,"25,000",0,4450
4451,940,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3963.316,"1,000,000","25,000,000",0,100000,0,4451
4452,941,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7077.35,"1,000,000","25,000,000",0,"25,000",0,4452
4453,942,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3120.337,"1,000,000","25,000,000",0,"100,000",0,4453
4454,943,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4548.096,"1,000,000","25,000,000",0,"25,000",0,4454
4455,944,Earthquake,residential,ho4,pacific,Wayne,3/31/13,4539.136,"5,000,000","50,000,000","50,000,000",0,0,4455
4456,945,Earthquake,residential,ho4,pacific,Jacob,3/31/13,2902.58,"13,537,570","13,537,570",20000000,"25,000",0,4456
4457,946,Earthquake,residential,ho4,pacific,Wayne,3/31/13,2818.904,"13,537,570","13,537,570",20000000,25000,0,4457
4458,947,Earthquake,residential,ho4,pacific,Jacob,3/31/13,8647.44,"22,000,000","100,000,000",100000000,"250,000",0,4458
4459,948,Earthquake,residential,ho4,pacific,Jacob,3/31/13,6316.97,"22,000,000","100,000,000","100,000,000","250,000",0,4459
4460,949,Earthquake,residential,ho4,pacific,Wayne,3/31/13,7250.825,"5,019,500","5,019,500",0,"50,000",0,4460
4461,950,Earthquake,residential,ho4,pacific,Jacob,3/31/13,6312.746,"5,019,500","5,019,500",0,"25,000",0,4461
4462,951,Earthquake,residential,ho4,pacific,Lisa,3/31/13,5162.688,"2,500,000","5,000,000","5,000,000","25,000",0,4462
4463,952,Earthquake,residential,ho4,pacific,Wayne,3/31/13,2865.39,"12,500,000","50,000,000","100,000,000","1,000,000",0,4463
4464,953,Earthquake,residential,ho4,pacific,Wayne,3/31/13,7735.743,"2,500,000","5,000,000",20000000,100000,0,4464
4465,954,Earthquake,residential,ho4,pacific,Jacob,3/31/13,6640.832,"9,303,529","9,303,529",25000000,50000,0,4465
4466,955,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3008.57,"3,000,000","100,000,000",0,"250,000",0,4466
4467,956,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7134.95,"3,000,000","100,000,000",0,"250,000",0,4467
4468,957,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3598.284,"2,000,000","75,000,000","125,000,000","250,000",0,4468
4469,958,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8500.219,"2,000,000","75,000,000","125,000,000","250,000",0,4469
4470,959,Earthquake,residential,ho4,pacific,Jacob,3/31/13,6122.92,"485,000","485,000",0,25000,0,4470
4471,960,Earthquake,residential,ho4,pacific,Jacob,3/31/13,7270.3,"2,626,000","2,626,000",0,100000,0,4471
4472,961,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3419.31,"1,250,000","25,000,000",25000000,0,0,4472
4473,962,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3858.582,"15,000,000","100,000,000",200000000,0,0,4473
4474,963,Earthquake,residential,ho4,pacific,Wayne,3/31/13,6209.112,"15,000,000","100,000,000","200,000,000",0,0,4474
4475,964,Earthquake,residential,ho4,pacific,Wayne,3/31/13,9037.879,"2,000,000","20,000,000","40,000,000","100,000",0,4475
4476,965,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5596.545,"2,000,000","20,000,000","40,000,000","100,000",0,4476
4477,966,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3828.903,"4,999,500","15,000,000","35,000,000","100,000",0,4477
4478,967,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7067.088,"2,500,000","2,500,000","2,500,000","100,000",0,4478
4479,968,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3703.956,"10,000,000","10,000,000",10000000,"50,000",0,4479
4480,969,Earthquake,residential,ho4,pacific,Wayne,3/31/13,4315.542,"5,000,000","10,000,000","5,000,000","100,000",0,4480
4481,970,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3095.1,"1,956,000","10,000,000",0,"1,000,000",0,4481
4482,971,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5248.2,"8,333,333","25,000,000","25,000,000","250,000",0,4482
4483,972,Earthquake,residential,ho4,pacific,Lisa,3/31/13,6044.42,"8,333,333","25,000,000",25000000,"25,000",0,4483
4484,973,Earthquake,residential,ho4,pacific,Jacob,3/31/13,7228.632,"2,500,000","25,000,000",25000000,0,0,4484
4485,974,Earthquake,residential,ho4,pacific,Wayne,3/31/13,3022.21,"2,500,000","25,000,000","25,000,000","500,000",0,4485
4828,1024,Earthquake,residential,ho4,gulf,Jacob,3/31/13,4442.9,"7,500,000","25,000,000","25,000,000","100,000",0,4828
4829,1025,Earthquake,residential,ho4,gulf,Wayne,3/31/13,9085.344,"7,500,000","50,000,000","50,000,000","100,000",0,4829
4830,1026,Earthquake,residential,ho4,gulf,Wayne,3/31/13,6626.838,"7,500,000","50,000,000","50,000,000","100,000",0,4830
4831,1027,Earthquake,residential,ho4,gulf,Wayne,3/31/13,5182.592,"8,000,000","18,000,000","30,000,000","50,000",0,4831
4832,1028,Earthquake,residential,ho4,gulf,Lisa,3/31/13,6143.27,"5,000,000","50,000,000","100,000,000","250,000",0,4832
4833,1029,Earthquake,residential,ho4,gulf,Lisa,3/31/13,6115.784,"5,000,000","25,000,000","75,000,000","250,000",0,4833
4834,1030,Earthquake,residential,ho4,gulf,Lisa,3/31/13,9595.425,"5,000,000","25,000,000",75000000,0,0,4834
4835,1031,Earthquake,residential,ho4,gulf,Lisa,3/31/13,9211.608,"2,500,000","25,000,000",50000000,"250,000",0,4835
4836,1032,Earthquake,residential,ho4,gulf,Lisa,3/31/13,8827.791,"2,500,000","25,000,000",50000000,0,0,4836
4837,1033,Earthquake,residential,ho4,gulf,Lisa,3/31/13,4689.659,"18,500,000","100,000,000","150,000,000","250,000",0,4837
4838,1034,Earthquake,residential,ho4,gulf,Wayne,3/31/13,8630.424,"18,500,000","100,000,000","150,000,000","250,000",0,4838
4839,1035,Earthquake,residential,ho4,gulf,Lisa,3/31/13,9666.514,"7,576,000","7,576,000",0,2424000,0,4839
4840,1036,Earthquake,residential,ho4,gulf,Lisa,3/31/13,5685.12,"10,000,000","20,000,000","10,000,000",0,0,4840
4841,1037,Earthquake,residential,ho4,gulf,Lisa,3/31/13,5297.39,"1,000,000","50,000,000","75,000,000",0,0,4841
4842,1038,Earthquake,residential,ho4,gulf,Jacob,3/31/13,10794.843,"2,500,000","100,000,000",0,"50,000,000",0,4842
4843,1039,Earthquake,residential,ho4,gulf,Lisa,3/31/13,8063.034,"2,500,000","100,000,000",0,"50,000,000",0,4843
4844,1040,Earthquake,residential,ho4,gulf,Jacob,3/31/13,8421.688,"2,500,000","100,000,000","200,000,000","50,000,000",0,4844
4845,1041,Earthquake,residential,ho4,gulf,Lisa,3/31/13,9191.651,"2,500,000","100,000,000","200,000,000","50,000,000",0,4845
4846,1042,Earthquake,residential,ho4,gulf,Lisa,3/31/13,8109.018,"20,000,000","20,000,000","45,000,000","50,000",0,4846
4847,1043,Earthquake,residential,ho4,gulf,Jacob,3/31/13,7546.306,"2,500,000","15,000,000","10,000,000",0,0,4847
4848,1044,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4589.211,"2,500,000","15,000,000","10,000,000","100,000",0,4848
4849,1045,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8045.009,"12,474,000","12,474,000",0,"100,000",0,4849
4850,1046,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5481.924,"5,000,000","25,000,000","25,000,000","150,000",0,4850
4851,1047,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7041.762,"10,000,000","100,000,000","50,000,000","250,000",0,4851
4852,1048,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3874.48,"10,000,000","100,000,000",50000000,"250,000",0,4852
4853,1049,Earthquake,residential,ho4,pacific,Jacob,3/31/13,6578.337,"11,671,154","11,671,154",30000000,0,0,4853
4854,1050,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8865.902,"5,000,000","20,000,000","55,000,000",500000,0,4854
4855,1051,Earthquake,residential,ho4,pacific,Lisa,3/31/13,3405.23,"5,000,000","20,000,000","55,000,000","500,000",0,4855
4856,1052,Earthquake,residential,ho4,pacific,Jacob,3/31/13,9627.5,"5,000,000","5,000,000","5,000,000","25,000",0,4856
4857,1053,Earthquake,residential,ho4,pacific,Jacob,3/31/13,10184.52,"4,881,200","4,881,200",0,"25,000",0,4857
4858,1054,Earthquake,residential,ho4,pacific,Jacob,3/31/13,7600.722,"2,500,000","5,000,000",7500000,0,0,4858
4859,1055,Earthquake,residential,ho4,pacific,Jacob,3/31/13,12300.84,"10,000,000","50,000,000","25,000,000","250,000",0,4859
4860,1056,Earthquake,residential,ho4,pacific,Lisa,3/31/13,4497.702,"10,000,000","50,000,000","25,000,000","100,000",0,4860
4861,1057,Earthquake,residential,ho4,pacific,Jacob,3/31/13,8036.8,"8,000,000","90,000,000","210,000,000","1,000,000",0,4861
4862,1058,Earthquake,residential,ho4,pacific,Jacob,3/31/13,4037.187,"8,000,000","90,000,000","210,000,000","1,000,000",0,4862
4863,1059,Earthquake,residential,ho4,pacific,Jacob,3/31/13,4134.24,"2,000,000","110,000,000",0,"1,000,000",0,4863
4864,1060,Earthquake,residential,ho4,pacific,Wayne,3/31/13,5769.596,"2,000,000","110,000,000",0,"1,000,000",0,4864
4865,1061,Earthquake,residential,ho4,pacific,Jacob,3/31/13,9063.264,"2,625,000","15,000,000",20000000,"100,000",0,4865
4866,1062,Earthquake,residential,ho4,pacific,Jacob,3/31/13,9926.432,"2,625,000","15,000,000",20000000,"100,000",0,4866
4867,1063,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8148.1,"2,500,000","10,000,000","25,000,000","250,000",0,4867
4868,1064,Earthquake,residential,ho4,pacific,Lisa,3/31/13,10164.5,"15,000,000","75,000,000","25,000,000","400,000",0,4868
4869,1065,Earthquake,residential,ho4,pacific,Wayne,3/31/13,6818.682,"15,000,000","75,000,000","25,000,000","10,000",0,4869
4870,1066,Earthquake,residential,ho4,pacific,Wayne,3/31/13,4029.82,"6,000,000","100,000,000",0,"500,000",0,4870
4871,1067,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8312.1,"6,000,000","100,000,000",0,500000,0,4871
4872,1068,Earthquake,residential,ho4,pacific,Jacob,3/31/13,3687.61,"4,000,000","25,000,000","25,000,000","1,500,000",0,4872
4873,1069,Earthquake,residential,ho4,pacific,Lisa,3/31/13,5518.335,"4,000,000","25,000,000","25,000,000","1,000,000",0,4873
4874,1070,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7535.25,"20,000,000","400,000,000","600,000,000","1,500,000",0,4874
4875,1071,Earthquake,residential,ho4,pacific,Jacob,3/31/13,4910.257,"20,000,000","400,000,000","600,000,000","1,000,000",0,4875
4876,1072,Earthquake,residential,ho4,pacific,Jacob,3/31/13,7960.316,"25,000,000","100,000,000","350,000,000","75,000,000",1000000,4876
4877,1073,Earthquake,residential,ho4,pacific,Lisa,3/31/13,5315.15,"2,005,000","2,005,000",0,100000,0,4877
4878,1074,Earthquake,residential,ho4,pacific,Wayne,3/31/13,7559.883,"300,000","300,000",0,"100,000",0,4878
4879,1075,Earthquake,residential,ho4,pacific,Jacob,3/31/13,12812.084,"17,918,841","17,918,841",15000000,"100,000",0,4879
4880,1076,Earthquake,residential,ho4,pacific,Jacob,3/31/13,12330.304,"17,918,841","17,918,841",15000000,"25,000",0,4880
4881,1077,Earthquake,residential,ho4,pacific,Lisa,3/31/13,10017.19,"10,000,000","100,000,000","125,000,000","3,000,000",0,4881
4882,1078,Earthquake,residential,ho4,pacific,Wayne,3/31/13,6519.255,"2,500,000","2,500,000",0,"100,000",0,4882
4883,1079,Earthquake,residential,ho4,pacific,Wayne,3/31/13,4965.025,"10,000,000","50,000,000","20,000,000","100,000",0,4883
4884,1080,Earthquake,residential,ho4,pacific,Lisa,3/31/13,6460.952,"10,000,000","50,000,000","20,000,000","250,000",0,4884
4885,1081,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8313.734,"10,000,000","188,996,752",100000000,"100,000",5000000,4885
4886,1082,Earthquake,residential,ho4,pacific,Jacob,3/31/13,5365.86,"2,500,000","50,000,000",25000000,"100,000",0,4886
4887,1083,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7601.635,"2,500,000","50,000,000","25,000,000","100,000",0,4887
4888,1084,Earthquake,residential,ho4,pacific,Wayne,3/31/13,8615.225,"5,000,000","50,000,000","50,000,000",0,0,4888
5234,1143,Earthquake,residential,ho4,gulf,Wayne,3/31/13,16562.784,"22,500,000","50,000,000",150000000,"100,000",0,5234
5235,1144,Earthquake,residential,ho4,gulf,Wayne,3/31/13,12416.625,"2,000,000","50,000,000",50000000,"25,000",0,5235
5236,1145,Earthquake,residential,ho4,gulf,Jacob,3/31/13,7945.968,"2,000,000","50,000,000",50000000,"100,000",0,5236
5237,1146,Earthquake,residential,ho4,gulf,Lisa,3/31/13,12373.025,"2,500,000","15,000,000","15,000,000","1,531,800",0,5237
5238,1147,Earthquake,residential,ho4,gulf,Lisa,3/31/13,14747.975,"2,500,000","2,500,000",2500000,"100,000",0,5238
5239,1148,Earthquake,residential,ho4,gulf,Lisa,3/31/13,12205.875,"5,000,000","50,000,000",50000000,"250,000",0,5239
5240,1149,Earthquake,residential,ho4,gulf,Lisa,3/31/13,13352.029,"10,000,000","100,000,000",50000000,"250,000",0,5240
5241,1150,Earthquake,residential,ho4,gulf,Jacob,3/31/13,18035.94,"10,000,000","10,000,000",5000000,"1,000,000",0,5241
5242,1151,Earthquake,residential,ho4,gulf,Lisa,3/31/13,7091.856,"5,000,000","15,000,000",35000000,"250,000",0,5242
5243,1152,Earthquake,residential,ho4,gulf,Wayne,3/31/13,9122.346,"1,500,000","50,000,000","50,000,000","5,000,000",0,5243
5244,1153,Earthquake,residential,ho4,gulf,Wayne,3/31/13,12640.562,"1,500,000","50,000,000","50,000,000",5000000,0,5244
5245,1154,Earthquake,residential,ho4,gulf,Wayne,3/31/13,7038.336,"7,500,000","25,000,000",0,"100,000",0,5245
5246,1155,Earthquake,residential,ho4,gulf,Lisa,3/31/13,11312.125,"7,500,000","25,000,000",0,"25,000",0,5246
5247,1156,Earthquake,residential,ho4,gulf,Wayne,3/31/13,15024.408,"5,000,000","5,000,000","5,000,000",0,0,5247
5248,1157,Earthquake,residential,ho4,gulf,Wayne,3/31/13,13146.357,"25,000,000","70,191,956","25,000,000",0,0,5248
5249,1158,Earthquake,residential,ho4,gulf,Wayne,3/31/13,18780.51,"2,500,000","2,500,000",0,"25,000",0,5249
5250,1159,Earthquake,residential,ho4,gulf,Wayne,3/31/13,16252.652,"10,965,374","10,965,374","25,000,000","100,000",0,5250
5251,1160,Earthquake,residential,ho4,gulf,Lisa,3/31/13,7116.444,"5,000,000","50,000,000","50,000,000","250,000",0,5251
5252,1161,Earthquake,residential,ho4,gulf,Lisa,3/31/13,10632.186,"4,500,000","50,000,000","100,000,000","250,000",0,5252
5253,1162,Earthquake,residential,ho4,gulf,Wayne,3/31/13,6095.1,"25,000,000","25,000,000","25,000,000","25,000",0,5253
5254,1163,Earthquake,residential,ho4,pacific,Jacob,3/31/13,10080.745,"5,000,000","12,500,000",7500000,"100,000",0,5254
5255,1164,Earthquake,residential,ho4,pacific,Jacob,3/31/13,12001.02,"5,000,000","5,000,000",0,"100,000",0,5255
5256,1165,Earthquake,residential,ho4,pacific,Wayne,3/31/13,15753.55,"2,500,000","5,000,000","5,000,000","100,000",0,5256
5257,1166,Earthquake,residential,ho4,pacific,Lisa,3/31/13,10208.109,"1,000,000","75,000,000",0,"7,500,000",0,5257
5258,1167,Earthquake,residential,ho4,pacific,Wayne,3/31/13,10783.78,"1,000,000","75,000,000",0,"7,500,000",0,5258
5259,1168,Earthquake,residential,ho4,pacific,Lisa,3/31/13,13837.237,"2,500,000","25,000,000",75000000,"7,500,000",0,5259
5260,1169,Earthquake,residential,ho4,pacific,Wayne,3/31/13,10561.36,"2,500,000","25,000,000","75,000,000",7500000,0,5260
5261,1170,Earthquake,residential,ho4,pacific,Jacob,3/31/13,13128.7,"12,500,000","50,000,000","100,000,000",2000000,0,5261
5262,1171,Earthquake,residential,ho4,pacific,Lisa,3/31/13,7197.168,"25,000,000","25,000,000","155,000,000","250,000",0,5262
5263,1172,Earthquake,residential,ho4,pacific,Wayne,3/31/13,9877.392,"6,382,171","12,764,341","5,000,000",100000,0,5263
5264,1173,Earthquake,residential,ho4,pacific,Jacob,3/31/13,11497.176,"5,000,000","25,000,000","25,000,000","100,000",0,5264
5265,1174,Earthquake,residential,ho4,pacific,Wayne,3/31/13,17487.657,"5,000,000","25,000,000","25,000,000","100,000",0,5265
5266,1175,Earthquake,residential,ho4,pacific,Wayne,3/31/13,11406.675,"25,000,000","300,000,000","900,000,000","100,000",0,5266
5267,1176,Earthquake,residential,ho4,pacific,Lisa,3/31/13,6466.39,"7,500,000","7,500,000","2,500,000",0,0,5267
5268,1177,Earthquake,residential,ho4,pacific,Lisa,3/31/13,12618.774,"10,000,000","10,000,000","15,000,000","10,000",0,5268
5269,1178,Earthquake,residential,ho4,pacific,Jacob,3/31/13,10292.688,"10,000,000","10,000,000","15,000,000",0,0,5269
5270,1179,Earthquake,residential,ho4,pacific,Lisa,3/31/13,6092.53,"10,919,864","10,919,864",0,"15,000",0,5270
5271,1180,Earthquake,residential,ho4,pacific,Lisa,3/31/13,17658.39,"3,076,215","3,076,215",0,0,0,5271
5272,1181,Earthquake,residential,ho4,pacific,Jacob,3/31/13,10328.18,"2,500,000","15,000,000","25,000,000","100,000",0,5272
5273,1182,Earthquake,residential,ho4,pacific,Wayne,3/31/13,19860,"5,000,000","15,000,000","10,000,000","25,000",0,5273
5274,1183,Earthquake,residential,ho4,pacific,Wayne,3/31/13,11835.054,"5,000,000","40,000,000","25,000,000",10000000,0,5274
5275,1184,Earthquake,residential,ho4,pacific,Wayne,3/31/13,10679.712,"5,000,000","40,000,000","25,000,000","10,000,000",0,5275
5276,1185,Earthquake,residential,ho4,pacific,Wayne,3/31/13,8866.704,"7,020,000","7,020,000",0,"25,000",0,5276
5277,1186,Earthquake,residential,ho4,pacific,Wayne,3/31/13,17962.646,"10,000,000","50,000,000","78,128,000",0,0,5277
5278,1187,Earthquake,residential,ho4,pacific,Jacob,3/31/13,13853.448,"3,000,000","15,000,000","10,000,000",1000000,0,5278
5279,1188,Earthquake,residential,ho4,pacific,Jacob,3/31/13,14899.446,"3,000,000","15,000,000","10,000,000","1,000,000",0,5279
5280,1189,Earthquake,residential,ho4,pacific,Wayne,3/31/13,15657.048,"7,000,000","70,000,000","20,000,000","500,000",0,5280
